game_date,pitcher_name,pitcher_home_away,batter,batter_stance,opponent,pitch_name,release_spin_rate,spin_axis,effective_speed,pitch_result,exit_velocity,game_type,season_type,at_bat_outcome,at_bat_number,strikes
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,Slider,2572,62,81.8,ball,,Regular Season,Regular Season,,26,1
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,Sinker,2391,212,90.3,strike,68.5,Regular Season,Regular Season,,26,0
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,4-Seam Fastball,2563,211,92.0,strike,,Regular Season,Regular Season,strikeout,25,2
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Curveball,2692,43,78.8,strike,91.7,Regular Season,Regular Season,,25,2
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Curveball,2648,37,79.0,strike,,Regular Season,Regular Season,,25,2
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Slider,2678,56,82.1,ball,,Regular Season,Regular Season,,25,2
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Slider,2559,68,81.3,strike,,Regular Season,Regular Season,,25,1
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Slider,2584,59,80.8,strike,,Regular Season,Regular Season,,25,0
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2623,54,82.0,in play,59.6,Regular Season,Regular Season,field_out,24,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2541,59,81.3,ball,,Regular Season,Regular Season,,24,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2564,49,82.5,ball,,Regular Season,Regular Season,,24,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Changeup,1904,226,84.9,strike,,Regular Season,Regular Season,,24,1
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Cutter,2372,190,87.1,strike,88.9,Regular Season,Regular Season,,24,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,4-Seam Fastball,2632,214,91.9,in play,109.7,Regular Season,Regular Season,double,20,2
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Curveball,2628,44,81.2,strike,,Regular Season,Regular Season,,20,1
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Curveball,2548,49,78.6,strike,,Regular Season,Regular Season,,20,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,4-Seam Fastball,2457,216,92.9,ball,,Regular Season,Regular Season,,20,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Curveball,2611,46,80.1,ball,,Regular Season,Regular Season,,20,0
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,4-Seam Fastball,2576,215,93.4,strike,,Regular Season,Regular Season,strikeout,19,2
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,Cutter,2585,194,90.5,ball,,Regular Season,Regular Season,,19,2
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,4-Seam Fastball,2618,214,92.9,ball,,Regular Season,Regular Season,,19,2
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,Curveball,2685,42,79.3,strike,,Regular Season,Regular Season,,19,1
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,4-Seam Fastball,2523,209,92.5,ball,,Regular Season,Regular Season,,19,1
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,4-Seam Fastball,2483,209,91.7,strike,69.4,Regular Season,Regular Season,,19,0
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Curveball,2563,41,80.2,in play,91.3,Regular Season,Regular Season,field_out,18,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Sinker,2482,206,92.1,ball,,Regular Season,Regular Season,,18,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Sinker,2305,219,93.0,ball,,Regular Season,Regular Season,,18,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Curveball,2686,37,80.7,ball,,Regular Season,Regular Season,,18,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Curveball,2567,44,79.9,strike,,Regular Season,Regular Season,,18,1
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Sinker,2347,212,92.2,strike,,Regular Season,Regular Season,,18,0
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,Slider,2591,49,80.9,in play,79.3,Regular Season,Regular Season,single,17,0
8/4/2022,"Musgrove, Joe",home,"Serven, Brian",R,COL,Slider,2588,65,82.0,in play,86.0,Regular Season,Regular Season,single,16,1
8/4/2022,"Musgrove, Joe",home,"Serven, Brian",R,COL,Cutter,2551,207,89.4,ball,,Regular Season,Regular Season,,16,1
8/4/2022,"Musgrove, Joe",home,"Serven, Brian",R,COL,4-Seam Fastball,2520,206,90.5,strike,,Regular Season,Regular Season,,16,0
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,Curveball,2672,44,79.9,strike,,Regular Season,Regular Season,strikeout,11,2
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,4-Seam Fastball,2549,221,91.5,ball,,Regular Season,Regular Season,,11,2
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,Curveball,2694,43,79.6,strike,83.0,Regular Season,Regular Season,,11,2
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,Curveball,2673,46,79.5,strike,,Regular Season,Regular Season,,11,1
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,Curveball,2833,41,80.4,ball,,Regular Season,Regular Season,,11,1
8/4/2022,"Musgrove, Joe",home,"Hilliard, Sam",L,COL,4-Seam Fastball,2539,208,91.7,strike,,Regular Season,Regular Season,,11,0
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,Slider,2538,61,82.6,in play,88.1,Regular Season,Regular Season,field_out,10,2
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,4-Seam Fastball,2585,215,93.0,strike,77.1,Regular Season,Regular Season,,10,2
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,4-Seam Fastball,2575,214,92.0,strike,,Regular Season,Regular Season,,10,1
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,4-Seam Fastball,2517,215,91.8,strike,,Regular Season,Regular Season,,10,0
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,Cutter,2620,207,89.6,ball,,Regular Season,Regular Season,,10,0
8/4/2022,"Musgrove, Joe",home,"Hampson, Garrett",R,COL,4-Seam Fastball,2599,217,91.9,ball,,Regular Season,Regular Season,,10,0
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Curveball,2504,39,79.4,strike,,Regular Season,Regular Season,strikeout,9,2
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Cutter,2378,188,89.0,strike,52.1,Regular Season,Regular Season,,9,1
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,4-Seam Fastball,2448,219,91.8,strike,,Regular Season,Regular Season,,9,0
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Slider,2612,53,82.9,ball,,Regular Season,Regular Season,,9,0
8/4/2022,"Musgrove, Joe",home,"Montero, Elehuris",R,COL,Slider,2550,50,82.7,ball,,Regular Season,Regular Season,,9,0
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Sinker,2504,207,92.8,in play,92.8,Regular Season,Regular Season,force_out,5,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2705,58,82.4,strike,60.9,Regular Season,Regular Season,,5,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2579,53,82.7,strike,63.9,Regular Season,Regular Season,,5,2
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Slider,2500,50,83.3,strike,,Regular Season,Regular Season,,5,1
8/4/2022,"Musgrove, Joe",home,"Daza, Yonathan",R,COL,Cutter,2566,210,90.7,strike,,Regular Season,Regular Season,,5,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,4-Seam Fastball,2564,215,92.8,ball,,Regular Season,Regular Season,walk,4,1
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,4-Seam Fastball,2565,212,92.1,ball,,Regular Season,Regular Season,,4,1
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Curveball,2665,46,79.1,strike,,Regular Season,Regular Season,,4,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Curveball,2646,42,79.2,ball,,Regular Season,Regular Season,,4,0
8/4/2022,"Musgrove, Joe",home,"McMahon, Ryan",L,COL,Cutter,2555,215,89.4,ball,,Regular Season,Regular Season,,4,0
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,Curveball,2685,43,78.5,in play,71.0,Regular Season,Regular Season,field_out,3,0
8/4/2022,"Musgrove, Joe",home,"Cron, C.J.",R,COL,Cutter,2612,189,89.0,ball,,Regular Season,Regular Season,,3,0
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Slider,2710,52,81.0,in play,67.0,Regular Season,Regular Season,single,2,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Curveball,2700,42,79.6,ball,,Regular Season,Regular Season,,2,2
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Curveball,2642,42,79.4,strike,,Regular Season,Regular Season,,2,1
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Slider,2566,50,82.4,strike,,Regular Season,Regular Season,,2,0
8/4/2022,"Musgrove, Joe",home,"Iglesias, Jose",R,COL,Slider,2577,49,82.5,ball,,Regular Season,Regular Season,,2,0
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,Curveball,2719,35,81.1,strike,,Regular Season,Regular Season,strikeout,1,2
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,4-Seam Fastball,2507,212,93.9,strike,83.2,Regular Season,Regular Season,,1,2
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,Cutter,2410,206,91.6,strike,48.4,Regular Season,Regular Season,,1,2
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,4-Seam Fastball,2426,216,93.4,strike,,Regular Season,Regular Season,,1,1
8/4/2022,"Musgrove, Joe",home,"Blackmon, Charlie",L,COL,Cutter,2382,204,89.0,strike,,Regular Season,Regular Season,,1,0
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Changeup,2041,225,86.9,in play,75.6,Regular Season,Regular Season,grounded_into_double_play,43,2
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Curveball,2778,57,80.9,strike,87.0,Regular Season,Regular Season,,43,1
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Slider,2841,75,82.2,strike,93.8,Regular Season,Regular Season,,43,0
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Changeup,1683,196,86.0,ball,,Regular Season,Regular Season,,43,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2855,99,81.0,strike,,Regular Season,Regular Season,strikeout,42,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2781,42,79.8,strike,67.3,Regular Season,Regular Season,,42,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2741,40,80.9,ball,,Regular Season,Regular Season,,42,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Slider,2827,56,84.4,strike,90.9,Regular Season,Regular Season,,42,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2772,48,80.0,ball,,Regular Season,Regular Season,,42,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Cutter,2679,179,90.8,strike,82.3,Regular Season,Regular Season,,42,1
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2740,40,80.7,ball,,Regular Season,Regular Season,,42,1
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2728,46,80.3,strike,,Regular Season,Regular Season,,42,0
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Cutter,2601,187,90.3,ball,,Regular Season,Regular Season,walk,41,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Cutter,2585,192,90.0,ball,,Regular Season,Regular Season,,41,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Slider,2692,50,83.7,ball,,Regular Season,Regular Season,,41,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Slider,2710,58,82.7,ball,,Regular Season,Regular Season,,41,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Slider,2711,64,83.3,strike,,Regular Season,Regular Season,,41,0
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Slider,2893,41,83.0,strike,,Regular Season,Regular Season,strikeout,36,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Slider,2783,49,84.8,ball,,Regular Season,Regular Season,,36,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Curveball,2701,49,80.9,strike,,Regular Season,Regular Season,,36,1
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2712,218,94.1,strike,76.8,Regular Season,Regular Season,,36,0
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Cutter,2761,208,91.8,ball,,Regular Season,Regular Season,,36,0
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Curveball,2727,37,81.4,strike,,Regular Season,Regular Season,strikeout,35,2
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Slider,2654,76,83.7,strike,90.1,Regular Season,Regular Season,,35,2
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Curveball,2622,51,80.2,strike,,Regular Season,Regular Season,,35,1
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Cutter,2526,200,90.6,ball,,Regular Season,Regular Season,,35,1
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Curveball,2616,52,79.6,ball,,Regular Season,Regular Season,,35,1
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Cutter,2517,183,90.1,strike,,Regular Season,Regular Season,,35,0
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Slider,2534,76,81.4,ball,,Regular Season,Regular Season,,35,0
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Sinker,2460,216,93.3,in play,91.4,Regular Season,Regular Season,single,34,1
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Curveball,2804,45,82.0,ball,,Regular Season,Regular Season,,34,1
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Slider,2781,68,83.9,ball,,Regular Season,Regular Season,,34,1
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Curveball,2751,49,80.6,strike,,Regular Season,Regular Season,,34,0
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,4-Seam Fastball,2669,215,94.1,strike,,Regular Season,Regular Season,strikeout,33,2
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,Slider,2762,65,83.8,ball,,Regular Season,Regular Season,,33,2
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,Changeup,2099,226,87.1,ball,,Regular Season,Regular Season,,33,2
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,4-Seam Fastball,2597,214,92.0,ball,,Regular Season,Regular Season,,33,2
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,4-Seam Fastball,2584,198,92.6,strike,,Regular Season,Regular Season,,33,1
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,Sinker,2461,213,91.5,strike,,Regular Season,Regular Season,,33,0
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2694,53,79.9,in play,73.7,Regular Season,Regular Season,single,32,0
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2731,54,79.6,ball,,Regular Season,Regular Season,,32,0
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Cutter,2593,186,89.5,ball,,Regular Season,Regular Season,,32,0
7/30/2022,"Musgrove, Joe",home,"Miranda, Jose",R,MIN,Slider,2611,79,81.9,ball,,Regular Season,Regular Season,hit_by_pitch,31,0
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,4-Seam Fastball,2576,221,92.2,in play,61.5,Regular Season,Regular Season,grounded_into_double_play,26,1
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Changeup,1920,227,86.6,ball,,Regular Season,Regular Season,,26,1
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Cutter,2598,188,90.9,strike,,Regular Season,Regular Season,,26,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2522,52,80.3,ball,,Regular Season,Regular Season,walk,25,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2739,39,81.2,ball,,Regular Season,Regular Season,,25,2
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Curveball,2693,52,80.2,strike,,Regular Season,Regular Season,,25,1
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Cutter,2472,196,90.8,strike,,Regular Season,Regular Season,,25,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Changeup,1896,222,87.0,ball,,Regular Season,Regular Season,,25,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Slider,2609,71,82.7,ball,,Regular Season,Regular Season,,25,0
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,4-Seam Fastball,2827,215,93.6,in play,111.1,Regular Season,Regular Season,home_run,24,2
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Changeup,2174,228,87.8,strike,,Regular Season,Regular Season,,24,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Slider,2802,76,84.3,strike,,Regular Season,Regular Season,,24,0
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2705,214,94.1,strike,,Regular Season,Regular Season,strikeout,23,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2785,213,94.2,ball,,Regular Season,Regular Season,,23,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Slider,2778,45,84.8,ball,,Regular Season,Regular Season,,23,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Sinker,2450,206,94.1,strike,69.1,Regular Season,Regular Season,,23,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2473,208,94.2,strike,78.7,Regular Season,Regular Season,,23,1
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Curveball,2636,39,80.9,strike,112.9,Regular Season,Regular Season,,23,0
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Cutter,2530,170,89.2,ball,,Regular Season,Regular Season,,23,0
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Changeup,2021,228,87.7,in play,91.1,Regular Season,Regular Season,field_out,18,2
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,4-Seam Fastball,2762,218,94.1,ball,,Regular Season,Regular Season,,18,2
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Curveball,2775,47,80.5,strike,81.4,Regular Season,Regular Season,,18,1
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Cutter,2615,198,91.8,strike,83.9,Regular Season,Regular Season,,18,0
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,Cutter,2571,197,91.0,ball,,Regular Season,Regular Season,,18,0
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Sinker,2555,204,92.9,in play,73.5,Regular Season,Regular Season,single,17,0
7/30/2022,"Musgrove, Joe",home,"Celestino, Gilberto",R,MIN,Cutter,2663,182,90.5,ball,,Regular Season,Regular Season,,17,0
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,Curveball,2779,44,80.9,strike,,Regular Season,Regular Season,strikeout,16,2
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,4-Seam Fastball,2708,207,94.0,strike,,Regular Season,Regular Season,,16,1
7/30/2022,"Musgrove, Joe",home,"Sanchez, Gary",R,MIN,4-Seam Fastball,2623,215,94.0,strike,,Regular Season,Regular Season,,16,0
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2740,51,81.8,in play,91.1,Regular Season,Regular Season,field_out,15,2
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2816,43,82.7,ball,,Regular Season,Regular Season,,15,2
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2774,47,81.5,strike,97.8,Regular Season,Regular Season,,15,1
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,4-Seam Fastball,2607,215,92.9,ball,,Regular Season,Regular Season,,15,1
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Curveball,2771,49,81.9,strike,,Regular Season,Regular Season,,15,0
7/30/2022,"Musgrove, Joe",home,"Gordon, Nick",L,MIN,Slider,2553,68,83.2,ball,,Regular Season,Regular Season,,15,0
7/30/2022,"Musgrove, Joe",home,"Miranda, Jose",R,MIN,Sinker,2368,209,93.1,in play,91.4,Regular Season,Regular Season,field_out,10,1
7/30/2022,"Musgrove, Joe",home,"Miranda, Jose",R,MIN,Cutter,2448,187,90.4,strike,,Regular Season,Regular Season,,10,0
7/30/2022,"Musgrove, Joe",home,"Kirilloff, Alex",L,MIN,Slider,2541,70,81.6,in play,94.6,Regular Season,Regular Season,field_out,9,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Cutter,2744,205,91.8,in play,83.7,Regular Season,Regular Season,field_out,8,1
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,4-Seam Fastball,2688,210,92.3,ball,,Regular Season,Regular Season,,8,1
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Cutter,2508,212,91.1,strike,62.4,Regular Season,Regular Season,,8,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Slider,2600,35,81.8,ball,,Regular Season,Regular Season,,8,0
7/30/2022,"Musgrove, Joe",home,"Polanco, Jorge",L,MIN,Cutter,2567,207,89.9,ball,,Regular Season,Regular Season,,8,0
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Curveball,2691,49,81.9,strike,,Regular Season,Regular Season,strikeout,3,2
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,4-Seam Fastball,2586,201,94.0,ball,,Regular Season,Regular Season,,3,2
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Slider,2729,63,83.4,strike,,Regular Season,Regular Season,,3,1
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Cutter,2582,192,91.9,strike,,Regular Season,Regular Season,,3,0
7/30/2022,"Musgrove, Joe",home,"Buxton, Byron",R,MIN,Sinker,2405,196,93.8,ball,,Regular Season,Regular Season,,3,0
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Curveball,2572,41,81.3,strike,,Regular Season,Regular Season,strikeout,2,2
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2672,212,93.8,strike,,Regular Season,Regular Season,,2,1
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,Sinker,2508,204,93.0,ball,,Regular Season,Regular Season,,2,1
7/30/2022,"Musgrove, Joe",home,"Correa, Carlos",R,MIN,4-Seam Fastball,2685,220,94.4,strike,,Regular Season,Regular Season,,2,0
7/30/2022,"Musgrove, Joe",home,"Arraez, Luis",L,MIN,4-Seam Fastball,2533,222,93.6,in play,91.9,Regular Season,Regular Season,field_out,1,0
7/24/2022,"Musgrove, Joe",away,"Vogelbach, Daniel",L,NYM,Cutter,2480,199,89.3,ball,,Regular Season,Regular Season,walk,50,1
7/24/2022,"Musgrove, Joe",away,"Vogelbach, Daniel",L,NYM,Curveball,2700,44,80.4,ball,,Regular Season,Regular Season,,50,1
7/24/2022,"Musgrove, Joe",away,"Vogelbach, Daniel",L,NYM,4-Seam Fastball,2505,209,92.0,strike,,Regular Season,Regular Season,,50,0
7/24/2022,"Musgrove, Joe",away,"Vogelbach, Daniel",L,NYM,Cutter,2513,208,92.5,ball,,Regular Season,Regular Season,,50,0
7/24/2022,"Musgrove, Joe",away,"Vogelbach, Daniel",L,NYM,Slider,2585,72,81.2,ball,,Regular Season,Regular Season,,50,0
7/24/2022,"Musgrove, Joe",away,"McNeil, Jeff",L,NYM,4-Seam Fastball,2518,217,92.8,in play,97.3,Regular Season,Regular Season,field_out,49,0
7/24/2022,"Musgrove, Joe",away,"McNeil, Jeff",L,NYM,Changeup,1939,223,87.9,ball,,Regular Season,Regular Season,,49,0
7/24/2022,"Musgrove, Joe",away,"McNeil, Jeff",L,NYM,Cutter,2503,204,91.6,ball,,Regular Season,Regular Season,,49,0
7/24/2022,"Musgrove, Joe",away,"Alonso, Pete",R,NYM,Slider,2684,48,84.0,in play,109.3,Regular Season,Regular Season,home_run,48,1
7/24/2022,"Musgrove, Joe",away,"Alonso, Pete",R,NYM,Slider,2793,37,85.4,ball,,Regular Season,Regular Season,,48,1
7/24/2022,"Musgrove, Joe",away,"Alonso, Pete",R,NYM,Sinker,2442,209,92.9,strike,38.7,Regular Season,Regular Season,,48,0
7/24/2022,"Musgrove, Joe",away,"Alonso, Pete",R,NYM,4-Seam Fastball,2631,214,93.6,ball,,Regular Season,Regular Season,,48,0
7/24/2022,"Musgrove, Joe",away,"Lindor, Francisco",L,NYM,4-Seam Fastball,2509,219,93.5,in play,83.6,Regular Season,Regular Season,double,47,1
7/24/2022,"Musgrove, Joe",away,"Lindor, Francisco",L,NYM,Changeup,1990,236,87.2,ball,,Regular Season,Regular Season,,47,1
7/24/2022,"Musgrove, Joe",away,"Lindor, Francisco",L,NYM,Cutter,2434,219,89.4,strike,,Regular Season,Regular Season,,47,0
7/24/2022,"Musgrove, Joe",away,"Marte, Starling",R,NYM,Slider,2622,61,82.8,in play,108.1,Regular Season,Regular Season,single,46,0
7/24/2022,"Musgrove, Joe",away,"Nimmo, Brandon",L,NYM,Curveball,2721,43,82.7,in play,90.1,Regular Season,Regular Season,field_out,40,2
7/24/2022,"Musgrove, Joe",away,"Nimmo, Brandon",L,NYM,4-Seam Fastball,2566,217,92.9,strike,65.2,Regular Season,Regular Season,,40,1
7/24/2022,"Musgrove, Joe",away,"Nimmo, Brandon",L,NYM,4-Seam Fastball,2448,218,93.9,strike,,Regular Season,Regular Season,,40,0
